"Title","Year","DOI","score","title_dist","new_title","Project","Relation"
"Pervasive hybridizations in the history of wheat relatives",2019,"10.1126/sciadv.aav9188","35.693714",0,"Pervasive hybridizations in the history of wheat relatives","Indicators","Top5"
"On the rarity of dioecy in flowering plants",2017,"10.1111/mec.14020","26.507088",0,"On the rarity of dioecy in flowering plants","Indicators","Top5"
"How sex chromosomes get trapped into non-recombination",2022,"10.1371/journal.pbio.3001718",NA,NA,NA,"Indicators","Top5"
"Genome Evolution in Outcrossing vs. Selfing vs. Asexual Species",2019,"10.1007/978-1-4939-9074-0_11","68.457535",0,"Genome Evolution in Outcrossing vs. Selfing vs. Asexual Species","Indicators","Top5"
"Genetic Diversity and the Efficacy of Purifying Selection across Plant and Animal Species",2017,"10.1093/molbev/msx088","58.22455",0,"Genetic Diversity and the Efficacy of Purifying Selection across Plant and Animal Species","Indicators","Top5"
"Diversity and determinants of recombination landscapes in flowering plants",2022,"10.1371/journal.pgen.1010141","43.178528",0,"Diversity and determinants of recombination landscapes in flowering plants","Indicators","Top5"
"Detecting sex-linked genes using genotyped individuals sampled in natural populations",2021,"10.1093/genetics/iyab053","65.81349",0,"Detecting sex-linked genes using genotyped individuals sampled in natural populations","Indicators","Top5"
"A derived ZW chromosome system in Amborella trichopoda, representing the sister lineage to all other extant flowering plants",2022,"10.1111/nph.17662","88.2568",13,"A derived ZW chromosome system in
                    <i>Amborella trichopoda</i>
                    , representing the sister lineage to all other extant flowering plants","Indicators","Top5"
"Why Are There So Many Flowering Plants? A Multiscale Analysis of Plant Diversification",2020,"10.1086/708273","58.80623",0,"Why Are There So Many Flowering Plants? A Multiscale Analysis of Plant Diversification","Indicators","Proposal"
"Trait-dependent diversification in angiosperms: Patterns, models and data",2023,"10.1111/ele.14170",NA,NA,NA,"Indicators","Proposal"
"The Evolutionary Legacy of Diversification Predicts Ecosystem Function",2016,"10.1086/687964","33.15064",0,"The Evolutionary Legacy of Diversification Predicts Ecosystem Function","Indicators","Proposal"
"The dimensionality and structure of species trait spaces",2021,"10.1111/ele.13778","24.7056",0,"The dimensionality and structure of species trait spaces","Indicators","Proposal"
"Temporal changes in the Swiss flora: implications for flower-visiting insects",2022,"10.1186/s12862-022-02061-2","56.67741",0,"Temporal changes in the Swiss flora: implications for flower-visiting insects","Indicators","Proposal"
"Sex-specific responses to climate change in plants alter population sex ratio and performance",2016,"10.1126/science.aaf2588","61.168686",0,"Sex-specific responses to climate change in plants alter population sex ratio and performance","Indicators","Proposal"
"Plant mating systems in a changing world",2010,"10.1016/j.tree.2009.06.013","22.669931",0,"Plant mating systems in a changing world","Indicators","Proposal"
"Plant Functional Traits: Soil and Ecosystem Services",2017,"10.1016/j.tplants.2017.01.005","39.998043",0,"Plant Functional Traits: Soil and Ecosystem Services","Indicators","Proposal"
"Plant functional classifications: from general groups to specific groups based on response to disturbance",1997,"10.1016/s0169-5347(97)01219-6","63.233536",0,"Plant functional classifications: from general groups to specific groups based on response to disturbance","Indicators","Proposal"
"Opposing effects of plant traits on diversification",2023,"10.1016/j.isci.2023.106362","25.048147",0,"Opposing effects of plant traits on diversification","Indicators","Proposal"
"Multiple plant diversity components drive consumer communities across ecosystems",2019,"10.1038/s41467-019-09448-8","42.807354",0,"Multiple plant diversity components drive consumer communities across ecosystems","Indicators","Proposal"
"Investigating the effect of habitat amount and landscape heterogeneity on the gamma functional diversity of grassland and hedgerow plants",2022,"10.1111/1365-2745.13911","74.70311",0,"Investigating the effect of habitat amount and landscape heterogeneity on the gamma functional diversity of grassland and hedgerow plants","Indicators","Proposal"
"How does urbanization affect the reproductive characteristics and ecological affinities of street plant communities?",2019,"10.1002/ece3.5539","66.728584",0,"How does urbanization affect the reproductive characteristics and ecological affinities of street plant communities?","Indicators","Proposal"
"Functional trait space and the latitudinal diversity gradient",2014,"10.1073/pnas.1317722111","26.356117",0,"Functional trait space and the latitudinal diversity gradient","Indicators","Proposal"
"Functional rarity and evenness are key facets of biodiversity to boost multifunctionality",2021,"10.1073/pnas.2019355118","46.950397",0,"Functional rarity and evenness are key facets of biodiversity to boost multifunctionality","Indicators","Proposal"
"Flowering plants under global pollinator decline",2013,"10.1016/j.tplants.2013.04.002","43.831703",0,"Flowering plants under global pollinator decline","Indicators","Proposal"
"Extant timetrees are consistent with a myriad of diversification histories",2020,"10.1038/s41586-020-2176-1","66.25122",0,"Extant timetrees are consistent with a myriad of diversification histories","Indicators","Proposal"
"Ecosystem effects of biodiversity manipulations in European grasslands",2005,"10.1890/03-4101","22.721333",0,"ECOSYSTEM EFFECTS OF BIODIVERSITY MANIPULATIONS IN EUROPEAN GRASSLANDS","Indicators","Proposal"
"Ecophylogenetics: advances and perspectives",2012,"10.1111/j.1469-185X.2012.00224.x",NA,NA,NA,"Indicators","Proposal"
"CSR ecological strategies and plant mating systems: outcrossing increases with competitiveness but stress-tolerance is related to mixed mating",2016,"10.1111/oik.02328","98.958664",0,"CSR ecological strategies and plant mating systems: outcrossing increases with competitiveness but stress‐tolerance is related to mixed mating","Indicators","Proposal"
"Constructing a broadly inclusive seed plant phylogeny",2018,"10.1002/ajb2.1019","43.31372",0,"Constructing a broadly inclusive seed plant phylogeny","Indicators","Proposal"
"Competitive ability of Capsella species with different mating systems and ploidy levels",2018,"10.1093/aob/mcy014","68.998726",0,"Competitive ability of Capsella species with different mating systems and ploidy levels","Indicators","Proposal"
"Competitive ability depends on mating system and ploidy level across Capsella species",2022,"10.1093/aob/mcac044","68.21834",4,"Competitive ability depends on mating system and ploidy level across<i>Capsella</i>species","Indicators","Proposal"
"Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape",2007,"10.1371/journal.pone.0000908","72.337326",0,"Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape","Indicators","Proposal"
"Agriculture intensification reduces plant taxonomic and functional diversity across European arable systems",2020,"10.1111/1365-2435.13608","50.554337",0,"Agriculture intensification reduces plant taxonomic and functional diversity across European arable systems","Indicators","Proposal"
"Additive effects of connectivity provided by different habitat types drive plant assembly",2019,"10.1038/s41598-019-50184-2","62.981205",0,"Additive effects of connectivity provided by different habitat types drive plant assembly","Indicators","Proposal"
"Recent vegetation shifts in the French Alps with winners outnumbering losers",2025,"10.1111/1365-2745.70159",NA,NA,NA,"Impacts","Output"
"Putting earthworm conservation on the map: Shortfalls and solutions for developing earthworm conservation",2025,"10.1016/j.biocon.2024.110911",NA,NA,NA,"Impacts","Output"
"Bridging macroecology and temporal dynamics to better attribute global change impacts on biodiversity",2025,"10.1111/geb.70086",NA,NA,NA,"Impacts","Output"
"Advancing causal inference in ecology: Pathways for biodiversity change detection and attribution",2025,"10.1111/2041-210X.70131",NA,NA,NA,"Impacts","Output"
"Winners and losers over 35 years of dragonfly and damselfly distributional change in Germany",2021,"10.1111/ddi.13274","52.278206",0,"Winners and losers over 35 years of dragonfly and damselfly distributional change in Germany","Impacts","Top5"
"Widespread decline in Central European plant diversity across six decades",2021,"10.1111/gcb.15447","48.999523",0,"Widespread decline in Central European plant diversity across six decades","Impacts","Top5"
"Where do they go ? The effects of topography and habitat diversity on reducing climatic debt in birds",2017,"10.1111/gcb.13500","63.959236",0,"Where do they go? The effects of topography and habitat diversity on reducing climatic debt in birds","Impacts","Top5"
"Urbanization effects on biodiversity revealed by a two-scale analysis of species functional uniqueness vs. redundancy",2020,"10.3389/fevo.2020.00073","63.72976",0,"Urbanization Effects on Biodiversity Revealed by a Two-Scale Analysis of Species Functional Uniqueness vs. Redundancy","Impacts","Top5"
"Urban and industrial land uses have a higher soil biological quality than expected from physicochemical quality",2017,"10.1016/j.scitotenv.2017.01.086","71.282585",0,"Urban and industrial land uses have a higher soil biological quality than expected from physicochemical quality","Impacts","Top5"
"Uncertainty in ensembles of global biodiversity scenarios",2019,"10.1038/s41467-019-09519-w","38.45452",0,"Uncertainty in ensembles of global biodiversity scenarios","Impacts","Top5"
"To advance sustainable stewardship, we must document not only biodiversity but geodiversity",2019,"10.1073/pnas.1911799116","37.979053",0,"To advance sustainable stewardship, we must document not only biodiversity but geodiversity","Impacts","Top5"
"The role of land use and land cover change in climate change vulnerability assessments of biodiversity: a systematic review",2021,"10.1007/s10980-021-01276-w","68.879166",0,"The role of land use and land cover change in climate change vulnerability assessments of biodiversity: a systematic review","Impacts","Top5"
"The geography of the Anthropocene differs between the land and the sea",2020,NA,NA,NA,NA,"Impacts","Top5"
"The commonness of rarity: Global and future distribution of rarity across land plants",2019,"10.1126/sciadv.aaz0414",NA,0,"The commonness of rarity: Global and future distribution of rarity across land plants.","Impacts","Top5"
"Tansley review: Determinants of geographic range size in plants",2020,NA,NA,NA,NA,"Impacts","Top5"
"sPlotOpen – An environmentally-balanced, open-access, global dataset of vegetation plots",2021,NA,NA,NA,NA,"Impacts","Top5"
